Subject,Subtopic,Q_No,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Answer
Physics,Momentum and impulse,8,Easy,"p = mv. For m=5 kg and v=10 m/s, p = ?",50 kg·m/s,2 kg·m/s,15 kg·m/s,0.5 kg·m/s,A
Physics,Momentum and impulse,9,Easy,"Impulse = F x t. For F=20N and t=5s, impulse = ?",4 N·s,100 N·s,25 N·s,15 N·s,B
Physics,Momentum and impulse,10,Easy,"When a batsman hits a ball, the large force for short time is an example of",Momentum,Impulse,Inertia,Energy,B
Physics,Momentum and impulse,11,Easy,An isolated system is one where,External forces act,No external forces act,Internal forces are zero,Momentum is zero,B
Physics,Momentum and impulse,12,Easy,Conservation of momentum is consequence of Newton's,First law,Second law,Third law,None,C
Physics,Momentum and impulse,13,Easy,A 10 kg body moving at 5 m/s. Its momentum = ?,2 kg·m/s,50 kg·m/s,15 kg·m/s,0.5 kg·m/s,B
Physics,Momentum and impulse,14,Easy,"When no external force acts on a system, momentum is",Constant,Zero,Maximum,Variable,A
Physics,Momentum and impulse,15,Easy,Recoil of gun is explained by,First law,Conservation of momentum,Newton's 2nd law,Impulse,B
Physics,Momentum and impulse,16,Easy,Impulse-momentum theorem states J =,Δv,Δp (change in momentum),F,ma,B
Physics,Momentum and impulse,17,Easy,Force = rate of change of momentum = Δp/Δt. This is Newton's,First law,Second law,Third law,None,B
Physics,Momentum and impulse,18,Easy,"For a body at rest, its momentum is",Maximum,Zero,Negative,Positive,B
Physics,Momentum and impulse,19,Easy,A bullet of mass 10g moving at 200m/s. Its momentum = ?,2 kg·m/s,0.2 kg·m/s,20 kg·m/s,200 kg·m/s,A
Physics,Momentum and impulse,20,Easy,A car stops. Change in momentum = ?,+mv,−mv,0,mv2,B
Physics,Momentum and impulse,21,Easy,Impulse and momentum both have units of N·s = kg·m/s. True?,True,False,Only in SI,Only in CGS,A
Physics,Momentum and impulse,22,Easy,An airbag in a car increases the time of collision to,Increase force,Decrease force,Increase impulse,Decrease momentum,B
Physics,Momentum and impulse,23,Easy,Catching a cricket ball with pulling hands back is to,Increase time of impact (reduce force),Increase momentum,Reduce impulse,None,A
Physics,Momentum and impulse,24,Easy,"For a collision, if total momentum before = total momentum after, it is",Elastic,Inelastic,Perfectly inelastic,Any type,D
Physics,Momentum and impulse,25,Easy,CGS unit of momentum is,g cm/s,kg m/s,dyne s,erg,A
Physics,Momentum and impulse,26,Medium,A 5 kg body changes velocity from 4 m/s to 12 m/s in 4 s. Impulse = ?,40 N·s,10 N·s,20 N·s,8 N·s,A
Physics,Momentum and impulse,27,Medium,A 10 kg body at 6 m/s is hit by a force for 3s and reaches 18 m/s. Average force = ?,40 N,120 N,10 N,30 N,A
Physics,Momentum and impulse,28,Medium,A ball of 0.5 kg moving at 10m/s hits a wall and rebounds at 8m/s. Impulse by wall = ?,−1 N·s,9 N·s,−9 N·s,1 N·s,C
Physics,Momentum and impulse,29,Medium,Gun of mass 2 kg fires bullet of 20g at 400 m/s. Recoil velocity of gun = ?,4 m/s,200 m/s,0.04 m/s,40 m/s,A
Physics,Momentum and impulse,30,Medium,A 60 kg person moving at 4 m/s collides with stationary 40 kg person. They move together. Final velocity = ?,2.4 m/s,4 m/s,0 m/s,6 m/s,A
Physics,Momentum and impulse,31,Medium,Initial momentum = 100 kg·m/s. Final momentum = 60 kg·m/s. Change in momentum = ?,40 kg·m/s (decrease),160 kg·m/s,−40 kg·m/s,60 kg·m/s,C
Physics,Momentum and impulse,32,Medium,Impulse of 50 N·s acts on 10 kg body initially at rest. Final velocity = ?,5 m/s,50 m/s,500 m/s,0.5 m/s,A
Physics,Momentum and impulse,33,Medium,A rocket ejects gas. The propulsion is due to,Gravity,Conservation of momentum,Friction,Air resistance,B
Physics,Momentum and impulse,34,Medium,"Two balls of equal mass collide head-on elastically. After collision, they",Move together,Exchange velocities,Stop,Bounce back with half velocity,B
Physics,Momentum and impulse,35,Medium,"If force on a body is zero, momentum is",Zero,Constant,Variable,Increasing,B
Physics,Momentum and impulse,36,Medium,A 2000 kg car at 20m/s. Momentum = ?,40000 kg·m/s,1000 kg·m/s,10 kg·m/s,400 kg·m/s,A
Physics,Momentum and impulse,37,Medium,"F = Δp/Δt. If Δp = 60 N·s in 3 s, F = ?",20 N,180 N,57 N,63 N,A
Physics,Momentum and impulse,38,Medium,A rocket of initial mass M (including fuel) burns fuel at rate r kg/s with exhaust velocity v. Thrust = ?,rv,rM,Mv,r/v,A
Physics,Momentum and impulse,39,Medium,"If the impulse acting on a body is doubled (same time), force is",Halved,Doubled,Quadrupled,Same,B
Physics,Momentum and impulse,40,Medium,A ball of 0.2 kg is thrown at 15 m/s and caught (stopping it) in 0.1 s. Average force = ?,3 N,30 N,0.3 N,300 N,B
Physics,Momentum and impulse,41,Medium,"In a perfectly inelastic collision, two bodies",Stick together,Bounce back,Exchange velocities,Pass through each other,A
Physics,Momentum and impulse,42,Medium,"For elastic collision, what is conserved?",Only momentum,Only kinetic energy,Both momentum and KE,Neither,C
Physics,Momentum and impulse,43,Medium,"For inelastic collision, what is conserved?",Only momentum,Only kinetic energy,Both momentum and KE,Neither,A
Physics,Momentum and impulse,44,Medium,"A body of mass M moving at V collides with stationary body of same mass M. After perfectly inelastic collision, velocity = ?",V,V/2,2V,0,B
Physics,Momentum and impulse,45,Medium,The area under F-t graph = ?,Impulse,Work,Power,Momentum,A
Physics,Momentum and impulse,46,Medium,A 5 kg body initially at rest. 100 N force applied for 2 s. Final momentum = ?,200 kg·m/s,1000 kg·m/s,50 kg·m/s,10 kg·m/s,A
Physics,Momentum and impulse,47,Medium,Linear momentum of a system is zero when,Total mass is zero,Total velocity is zero,System is at rest or components cancel,None,C
Physics,Momentum and impulse,48,Medium,A bullet passes through a block. The system (bullet+block) momentum is conserved if,No external forces,Gravity acts,Friction acts,None,A
Physics,Momentum and impulse,49,Medium,"A 1 kg ball moving at 5 m/s east collides with stationary 2 kg ball. After elastic collision, what velocity does 1 kg have?",5/3 m/s west,5/3 m/s east,10/3 m/s east,0,A
Physics,Momentum and impulse,50,Medium,Jerk = rate of change of force? No. Jerk = dF/dt is not standard. Rate of change of momentum = force. Rate of change of force = ?,Impulse,Jerk (d3s/dt3),Power,Velocity,B
Physics,Momentum and impulse,51,Hard,A ball of mass m moving at v strikes a wall perpendicularly and rebounds with same speed. Time of contact Δt. Average force on wall = ?,2mv/Δt,mv/Δt,mv2/Δt,0,A
Physics,Momentum and impulse,52,Hard,"Two objects m1=3kg, m2=5kg on frictionless surface. m1 at 8m/s east, m2 at 2m/s west. After perfectly inelastic collision, velocity = ?",2.5 m/s east,2 m/s west,1.75 m/s east,3 m/s east,C
Physics,Momentum and impulse,53,Hard,"For elastic head-on collision: v1' = (m1-m2)v1/(m1+m2) + 2m2v2/(m1+m2). For m1=m2=1kg, v1=10, v2=0: v1' = ?",0 m/s,10 m/s,5 m/s,−10 m/s,A
Physics,Momentum and impulse,54,Hard,Coefficient of restitution e = relative speed of separation / relative speed of approach. For perfectly elastic: e = ?,0,1,0.5,Infinity,B
Physics,Momentum and impulse,55,Hard,For perfectly inelastic collision: e = ?,1,0,0.5,Infinity,B
Physics,Momentum and impulse,56,Hard,"A bomb at rest (mass M) explodes into two parts m1 and m2. If v1 is velocity of m1, velocity of m2 = ?",m1v1/m2 (opposite direction),m2v1/m1,v1,0,A
Physics,Momentum and impulse,57,Hard,A 10 kg body falls from rest from 20m (g=10m/s2). Momentum just before hitting ground = ?,100 kg·m/s,200 kg·m/s,50 kg·m/s,20 kg·m/s,B
Physics,Momentum and impulse,58,Hard,"Two balls m1=2kg, v1=6m/s and m2=4kg, v2=3m/s moving in same direction. After elastic collision: v1' = ?",2 m/s,4 m/s,3 m/s,6 m/s,B
Physics,Momentum and impulse,59,Hard,A rocket burns fuel at 2 kg/s with exhaust v=1500 m/s. Net thrust = ?,3000 N,750 N,1500 N,750 N,A
Physics,Momentum and impulse,60,Hard,"Two identical balls move toward each other at 5 m/s each. After elastic collision, they",Move together at 0,Exchange velocities (reverse directions at 5 m/s each),Stop,Move in same direction,B
Physics,Momentum and impulse,61,Hard,Ball of 0.5 kg at 20m/s hits wall and rebounds at 15m/s. Contact time 0.05s. Average force on wall = ?,35 N,350 N,175 N,700 N,B
Physics,Momentum and impulse,62,Hard,Law of conservation of momentum fails when,External forces act,Internal forces act,Body is at rest,Speed is constant,A
Physics,Momentum and impulse,63,Hard,A gun fires 10 bullets/second each of mass 10g at 500m/s. Average force of recoil = ?,50 N,5 N,500 N,0.5 N,A
Physics,Momentum and impulse,64,Hard,"For 2D collision, conservation of momentum applies",Only along x-axis,Only along y-axis,Along both x and y axes,Neither,C
Physics,Momentum and impulse,65,Hard,"A 3 kg body collides with stationary 6 kg body. After collision, 3 kg stops. Final velocity of 6 kg = ?",3 m/s (if initial 3kg was at 6 m/s),6 m/s,9 m/s,1.5 m/s,D
Physics,Momentum and impulse,66,Hard,"In an explosion at rest, two fragments of mass m and 2m. If fragment m gets velocity v, the KE of system = ?",3mv2/2,mv2/2,3mv2/4,mv2,C
Physics,Momentum and impulse,67,Hard,Impulse in direction perpendicular to motion: what changes?,Speed only,Direction only,Both speed and direction,Neither,B
Physics,Momentum and impulse,68,Hard,A 5 kg body hits ground at 10m/s and rebounds at 6m/s. Impulse from ground = ?,80 N·s,50 N·s,30 N·s,20 N·s,A
Physics,Momentum and impulse,69,Hard,Total KE lost in perfectly inelastic collision of m1v1 + m2(0) = (m1+m2)V is,½m1m2v12/(m1+m2),½(m1+m2)V2,½m1v12,None,A
Physics,Momentum and impulse,70,Hard,"A neutron (mass m) collides elastically with stationary proton (mass m). After collision, neutron",Continues with same velocity,Stops,Moves backward,Moves with half velocity,B
Physics,Momentum and impulse,71,Hard,"Momentum of photon = h/λ (de Broglie). For λ=500nm, h=6.63x10-34 Js. p = ?",1.33x10-27 kg·m/s,6.63x10-34 kg·m/s,5x10-7 kg·m/s,None,A
Physics,Momentum and impulse,72,Hard,A trolley of 5kg at 4m/s. A 1 kg block falls onto it vertically. Final speed of trolley = ?,20/6 m/s = 3.33 m/s,4 m/s,5 m/s,0 m/s,A
Physics,Momentum and impulse,73,Hard,Variable force F=2t acts on 5kg body for 4s (starts from rest). Final momentum = ?,16 kg·m/s,8 kg·m/s,80 kg·m/s,64 kg·m/s,A
Physics,Momentum and impulse,74,Hard,A car (1000 kg) at 30m/s collides with a parked car (500 kg). They stick together. Final velocity = ?,20 m/s,10 m/s,30 m/s,15 m/s,A
Physics,Momentum and impulse,75,Hard,"The change in momentum of a body is F×t. If the same impulse is applied in less time, the force is",Smaller,Larger,Same,Zero,B
Physics,Momentum and impulse,76,Easy But Tricky,Momentum is conserved in all collisions. True?,True,False — only when no external forces,Only elastic,Only inelastic,B
Physics,Momentum and impulse,77,Easy But Tricky,Impulse is a scalar. True or False?,True,False — impulse is a vector,Sometimes scalar,Depends on direction,B
Physics,Momentum and impulse,78,Easy But Tricky,A body has zero velocity but non-zero momentum. Possible?,Yes,"No — p = mv, if v=0, p=0",Only in special cases,Only for rotating bodies,B
Physics,Momentum and impulse,79,Easy But Tricky,"After collision, if one body's momentum increases, the other must",Also increase,Decrease by same amount,Stay same,Both increase if force applied,B
Physics,Momentum and impulse,80,Easy But Tricky,The total momentum before and after a collision is equal. The kinetic energy is equal too. This is always True?,True,False — only for elastic collisions,True for all collisions,Only perfectly inelastic,B
Physics,Momentum and impulse,81,Easy But Tricky,A heavy and a light body have same momentum. Which has more KE?,Heavier body,"Lighter body (KE = p2/2m, smaller m → larger KE)",Both same,Cannot determine,B
Physics,Momentum and impulse,82,Easy But Tricky,Impulse = Force x Time. So larger time with same force gives,Same impulse,Less impulse,More impulse,Zero impulse,C
Physics,Momentum and impulse,83,Easy But Tricky,"A body at rest has zero momentum. So conservation of momentum means after explosion, total is still zero. Fragments must",All be at rest,Have momenta that vector-cancel each other,Move together,Have same mass,B
Physics,Momentum and impulse,84,Easy But Tricky,Momentum has the same units as impulse. So they are the same physical quantity. True?,True,False — same units but different concepts,True numerically,Only for constant force,B
Physics,Momentum and impulse,85,Easy But Tricky,"If a ball bounces back with same speed, change in momentum is",Zero,2mv,mv,−mv,B
Physics,Momentum and impulse,86,Easy But Tricky,The principle of jet propulsion uses,Conservation of energy,Conservation of momentum,Both,Gravity,B
Physics,Momentum and impulse,87,Easy But Tricky,"When two bodies collide and stick, it is always perfectly inelastic. True?",True,False — partially inelastic too,Only for same mass,Never,A
Physics,Momentum and impulse,88,Easy But Tricky,Momentum of system can be conserved even if energy is not. True?,True,False,Only in elastic,Only in inelastic,A
Physics,Momentum and impulse,89,Easy But Tricky,A body moving in a circle has constant speed. Its momentum is,Constant,Changing,Zero,Maximum,B
Physics,Momentum and impulse,90,Easy But Tricky,"For a system where F_external ≠ 0, momentum is",Conserved,Not conserved,Sometimes conserved,Always zero,B
Physics,Momentum and impulse,91,Easy But Tricky,A heavier body and lighter body thrown with same velocity. Which has more momentum?,Lighter,"Heavier (p=mv, more mass)",Same,Cannot tell,B
Physics,Momentum and impulse,92,Easy But Tricky,A running person stops by applying brakes. The momentum,Is lost (wrong),Is transferred to earth (correct),Disappears,Doubles,B
Physics,Momentum and impulse,93,Easy But Tricky,Can two bodies with different masses have same momentum?,"Yes, if velocity is adjusted",No,Only if masses are related by factor 2,Never,A
Physics,Momentum and impulse,94,Easy But Tricky,Impulse-momentum theorem applies only for,Constant forces,Variable forces,Both,Neither,C
Physics,Momentum and impulse,95,Easy But Tricky,"In a real collision (inelastic), some momentum is lost. True?",True,False — momentum is always conserved,Only if external forces,Only if bodies deform,B
Physics,Momentum and impulse,96,Easy But Tricky,A feather and iron ball fall together from same height. Their momenta when hitting ground are,Same,Different (iron > feather),Both zero,Equal to weight,B
Physics,Momentum and impulse,97,Easy But Tricky,Two equal balls collide head-on elastically and stop. This,Cannot happen (violates energy conservation),Is allowed by Newton's 3rd law,Happens always,Can happen if mass is equal,A
Physics,Momentum and impulse,98,Easy But Tricky,The direction of momentum is same as,Force,Acceleration,Velocity,Displacement,C
Physics,Momentum and impulse,99,Easy But Tricky,"If you double both mass and velocity, momentum",Doubles,Quadruples,Stays same,Halves,B
Physics,Momentum and impulse,100,Easy But Tricky,Airbags reduce injury by,Reducing momentum,Increasing time of impact (so reducing force),Increasing impulse,Reducing velocity to zero instantly,B
Physics,Circular motion,1,Easy,Circular motion is motion along a,Straight line,Circular path,Parabolic path,Elliptical path,B
Physics,Circular motion,2,Easy,Angular velocity ω is related to frequency f by,ω = f,ω = 2πf,ω = πf,ω = f/2π,B
Physics,Circular motion,3,Easy,The SI unit of angular velocity is,rad,rad/s,rad/s2,rpm,B
Physics,Circular motion,4,Easy,"For uniform circular motion, speed is",Changing,Constant,Zero,Maximum,B
Physics,Circular motion,5,Easy,"For uniform circular motion, velocity is",Constant,Changing,Zero,Maximum,B
Physics,Circular motion,6,Easy,Centripetal acceleration points,Along velocity,Away from center,Toward center,Tangentially,C
